"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
48,"technician","married","secondary",0,568,1,0,"cellular",2,"sep",378,2,386,1,"success",1
57,"technician","married","secondary",0,1469,1,0,"cellular",17,"nov",364,1,-1,0,"unknown",0
51,"technician","married","secondary",0,18,0,1,"cellular",25,"jul",363,6,-1,0,"unknown",0
50,"management","divorced","tertiary",0,201,1,0,"cellular",24,"jul",248,1,-1,0,"unknown",0
34,"blue-collar","married","secondary",0,1412,1,1,"unknown",27,"may",157,2,-1,0,"unknown",0
43,"blue-collar","married","primary",0,-93,1,0,"unknown",26,"may",402,2,-1,0,"unknown",0
31,"services","married","secondary",0,-331,1,0,"unknown",23,"may",203,5,-1,0,"unknown",0
29,"blue-collar","married","unknown",0,486,1,0,"cellular",6,"may",422,1,363,1,"failure",0
39,"blue-collar","married","primary",0,694,1,0,"cellular",21,"nov",44,1,-1,0,"unknown",0
36,"management","single","tertiary",0,2806,1,0,"unknown",30,"may",358,4,-1,0,"unknown",0
38,"unemployed","single","tertiary",0,0,0,0,"cellular",6,"feb",39,2,-1,0,"unknown",0
56,"management","divorced","tertiary",0,2959,1,0,"telephone",18,"may",325,1,-1,0,"unknown",0
41,"housemaid","divorced","primary",0,22,1,0,"cellular",18,"nov",238,3,126,4,"other",0
47,"technician","married","secondary",0,1167,1,0,"cellular",30,"apr",968,1,87,5,"failure",1
38,"management","single","tertiary",0,35,1,0,"cellular",17,"apr",156,1,273,3,"failure",0
80,"retired","married","secondary",0,8304,0,0,"telephone",6,"apr",681,1,118,11,"success",0
37,"services","married","secondary",0,4760,1,0,"cellular",20,"nov",187,2,-1,0,"unknown",0
44,"management","single","tertiary",0,-1313,1,1,"cellular",15,"may",104,10,-1,0,"unknown",0
33,"blue-collar","single","secondary",0,697,0,0,"cellular",6,"feb",860,2,-1,0,"unknown",1
53,"technician","married","secondary",0,230,0,1,"cellular",13,"aug",112,2,-1,0,"unknown",0
69,"retired","married","tertiary",0,473,0,0,"cellular",7,"jul",112,1,78,1,"failure",0
46,"technician","married","secondary",0,1427,1,0,"unknown",14,"may",32,3,-1,0,"unknown",0
30,"management","single","tertiary",0,201,1,0,"cellular",17,"mar",325,2,-1,0,"unknown",1
31,"self-employed","single","secondary",0,1086,0,0,"cellular",20,"nov",410,1,-1,0,"unknown",0
38,"management","divorced","tertiary",0,4335,1,0,"cellular",20,"nov",640,1,-1,0,"unknown",0
34,"services","divorced","secondary",0,44,0,0,"unknown",9,"jun",118,1,-1,0,"unknown",0
48,"unknown","married","unknown",0,286,0,0,"cellular",30,"jul",166,2,-1,0,"unknown",0
46,"blue-collar","divorced","primary",0,216,0,0,"cellular",2,"feb",173,1,-1,0,"unknown",0
42,"admin.","married","secondary",0,214,1,0,"unknown",28,"may",21,24,-1,0,"unknown",0
41,"blue-collar","married","secondary",0,343,1,0,"unknown",14,"may",89,7,-1,0,"unknown",0
33,"blue-collar","married","secondary",0,-77,1,0,"cellular",28,"jul",151,3,-1,0,"unknown",0
39,"blue-collar","married","primary",0,1046,0,0,"unknown",19,"jun",112,4,-1,0,"unknown",0
27,"student","single","secondary",0,1566,0,0,"cellular",30,"jan",164,5,-1,0,"unknown",0
26,"management","single","tertiary",0,592,0,0,"telephone",29,"jan",145,2,164,1,"other",0
38,"management","single","tertiary",0,104,1,0,"cellular",6,"may",606,3,-1,0,"unknown",1
48,"blue-collar","married","secondary",0,0,1,0,"unknown",26,"may",105,1,-1,0,"unknown",0
54,"services","married","secondary",0,-22,0,1,"cellular",9,"jul",85,1,-1,0,"unknown",0
51,"services","married","secondary",0,0,0,0,"cellular",18,"jul",439,3,-1,0,"unknown",0
47,"technician","married","secondary",0,72,0,0,"unknown",29,"may",278,1,-1,0,"unknown",0
53,"technician","married","secondary",0,100,0,0,"cellular",13,"aug",205,4,-1,0,"unknown",0
35,"blue-collar","married","primary",0,319,1,0,"cellular",16,"jul",221,1,-1,0,"unknown",0
58,"management","married","tertiary",0,9339,1,0,"telephone",18,"nov",52,3,172,3,"other",0
52,"management","divorced","tertiary",0,50,1,0,"unknown",12,"jun",84,3,-1,0,"unknown",0
57,"retired","married","secondary",1,32,1,0,"cellular",15,"may",476,3,-1,0,"unknown",0
52,"management","married","tertiary",0,6922,0,0,"cellular",20,"nov",371,1,-1,0,"unknown",0
35,"management","single","tertiary",0,633,1,0,"cellular",17,"apr",128,3,-1,0,"unknown",0
48,"technician","married","secondary",0,4265,1,0,"unknown",13,"may",220,2,-1,0,"unknown",0
46,"entrepreneur","married","tertiary",0,2262,0,0,"telephone",14,"jul",44,14,-1,0,"unknown",0
39,"services","married","secondary",0,1970,1,0,"unknown",8,"jun",30,1,404,2,"success",0
38,"self-employed","divorced","tertiary",0,1513,0,0,"cellular",7,"may",330,1,342,1,"failure",0
34,"entrepreneur","married","secondary",0,4659,1,0,"unknown",30,"aug",28,1,-1,0,"unknown",0
47,"entrepreneur","married","primary",0,668,0,0,"cellular",12,"may",908,1,-1,0,"unknown",0
35,"management","divorced","tertiary",0,649,0,0,"cellular",16,"apr",177,1,-1,0,"unknown",0
46,"blue-collar","divorced","primary",0,452,1,0,"unknown",9,"may",113,4,-1,0,"unknown",0
27,"admin.","single","secondary",0,-145,1,0,"telephone",15,"may",289,8,-1,0,"unknown",0
31,"blue-collar","married","secondary",0,-498,1,0,"cellular",21,"jul",357,1,-1,0,"unknown",0
31,"management","single","tertiary",0,0,0,0,"cellular",28,"aug",38,16,-1,0,"unknown",0
46,"admin.","married","secondary",0,22,1,0,"cellular",7,"aug",414,4,-1,0,"unknown",0
31,"admin.","married","secondary",0,2304,1,0,"cellular",20,"nov",257,2,-1,0,"unknown",0
33,"management","married","tertiary",0,1412,1,0,"unknown",19,"aug",480,1,-1,0,"unknown",1
42,"housemaid","married","primary",0,145,0,0,"cellular",20,"aug",252,2,-1,0,"unknown",0
33,"management","single","primary",0,4897,1,0,"unknown",20,"may",151,1,-1,0,"unknown",0
40,"housemaid","married","primary",0,1832,0,0,"cellular",6,"feb",213,4,-1,0,"unknown",0
51,"blue-collar","married","primary",0,3726,0,1,"cellular",27,"aug",119,12,-1,0,"unknown",0
31,"unemployed","married","tertiary",0,591,0,0,"cellular",21,"nov",161,2,-1,0,"unknown",0
62,"retired","divorced","tertiary",0,0,0,0,"cellular",13,"nov",227,2,-1,0,"unknown",1
24,"student","single","secondary",0,508,1,0,"telephone",18,"may",12,3,374,1,"other",0
48,"unemployed","married","secondary",0,817,0,0,"cellular",14,"jan",517,1,282,4,"success",1
41,"technician","divorced","secondary",0,348,1,0,"cellular",7,"may",225,2,275,2,"failure",0
43,"management","married","tertiary",0,291,1,0,"unknown",9,"may",150,2,-1,0,"unknown",0
52,"technician","married","secondary",0,3554,0,1,"cellular",8,"jul",89,1,-1,0,"unknown",0
54,"blue-collar","married","primary",0,781,1,0,"unknown",9,"may",103,2,-1,0,"unknown",0
32,"technician","divorced","tertiary",0,267,0,0,"cellular",26,"may",128,1,-1,0,"unknown",0
38,"blue-collar","married","primary",0,1327,1,0,"cellular",20,"nov",277,1,-1,0,"unknown",0
41,"admin.","married","primary",0,-306,1,0,"unknown",15,"may",500,1,-1,0,"unknown",1
31,"blue-collar","single","primary",0,864,1,0,"telephone",14,"may",113,2,-1,0,"unknown",0
35,"housemaid","married","tertiary",0,1265,1,0,"cellular",15,"may",326,5,179,4,"failure",1
26,"admin.","married","secondary",0,0,0,0,"unknown",27,"may",755,1,-1,0,"unknown",0
52,"technician","married","tertiary",0,214,0,0,"cellular",29,"aug",161,3,-1,0,"unknown",0
58,"retired","married","secondary",0,425,1,1,"cellular",17,"nov",100,1,-1,0,"unknown",0
57,"housemaid","married","tertiary",0,3,0,0,"cellular",4,"aug",142,2,-1,0,"unknown",0
34,"management","married","tertiary",0,0,1,0,"unknown",8,"may",214,2,-1,0,"unknown",0
59,"blue-collar","married","primary",0,0,0,0,"cellular",18,"nov",167,2,-1,0,"unknown",0
27,"technician","single","secondary",0,282,0,1,"cellular",9,"jul",676,5,-1,0,"unknown",0
42,"entrepreneur","married","tertiary",0,0,0,0,"cellular",9,"jul",236,1,-1,0,"unknown",0
47,"housemaid","single","tertiary",0,3727,0,0,"unknown",12,"jun",993,6,-1,0,"unknown",1
33,"blue-collar","married","secondary",0,0,1,1,"cellular",28,"jul",83,12,-1,0,"unknown",0
31,"services","single","secondary",0,864,1,0,"cellular",6,"may",100,1,-1,0,"unknown",0
37,"management","married","tertiary",0,4089,1,0,"cellular",2,"feb",289,2,174,4,"other",1
29,"blue-collar","married","secondary",0,-478,0,1,"cellular",8,"jul",528,2,-1,0,"unknown",0
38,"unemployed","married","primary",0,-363,0,0,"unknown",12,"jun",340,2,-1,0,"unknown",0
35,"self-employed","married","secondary",0,8883,0,0,"cellular",21,"nov",33,3,-1,0,"unknown",0
31,"technician","single","secondary",0,1970,0,0,"telephone",17,"apr",284,3,-1,0,"unknown",0
62,"management","married","tertiary",0,1859,0,0,"telephone",6,"aug",245,3,-1,0,"unknown",1
32,"technician","single","tertiary",0,1059,1,0,"cellular",17,"apr",115,1,-1,0,"unknown",0
31,"services","married","secondary",0,388,1,0,"unknown",5,"may",730,2,-1,0,"unknown",0
51,"blue-collar","divorced","primary",0,602,1,0,"cellular",11,"may",347,1,284,2,"failure",0
29,"services","single","secondary",0,0,0,0,"cellular",17,"jul",58,1,-1,0,"unknown",0
43,"blue-collar","married","primary",0,255,1,0,"cellular",17,"jul",180,1,-1,0,"unknown",0
36,"blue-collar","married","secondary",0,63,1,0,"unknown",2,"jun",56,8,-1,0,"unknown",0
34,"self-employed","married","primary",0,712,1,0,"unknown",2,"jun",326,3,-1,0,"unknown",0
29,"services","married","secondary",0,57,1,0,"telephone",21,"jul",342,9,-1,0,"unknown",0
57,"retired","married","secondary",0,523,0,1,"cellular",2,"feb",49,6,-1,0,"unknown",0
43,"management","married","tertiary",0,422,0,0,"cellular",12,"aug",110,1,-1,0,"unknown",0
33,"services","married","secondary",0,386,0,0,"cellular",12,"nov",253,1,92,4,"failure",1
60,"management","married","tertiary",0,3387,0,0,"cellular",14,"aug",636,2,-1,0,"unknown",0
51,"technician","married","primary",0,260,0,0,"cellular",19,"aug",137,2,-1,0,"unknown",0
40,"admin.","single","secondary",0,-1,0,0,"cellular",7,"jul",173,1,-1,0,"unknown",0
51,"technician","married","secondary",0,1490,1,0,"cellular",18,"jul",227,2,-1,0,"unknown",0
38,"services","married","secondary",0,497,1,1,"unknown",19,"may",88,5,-1,0,"unknown",0
35,"technician","married","secondary",0,1707,1,0,"unknown",2,"jun",426,3,-1,0,"unknown",0
47,"technician","married","secondary",0,826,1,0,"telephone",18,"nov",195,3,112,8,"other",0
45,"blue-collar","married","primary",0,907,0,0,"cellular",18,"aug",230,8,-1,0,"unknown",0
40,"services","married","secondary",0,1836,1,0,"cellular",12,"may",750,2,-1,0,"unknown",1
29,"entrepreneur","single","secondary",0,404,0,0,"cellular",30,"jan",413,3,-1,0,"unknown",0
52,"management","divorced","tertiary",0,907,1,0,"unknown",4,"jun",104,2,-1,0,"unknown",0
26,"technician","married","secondary",0,18,1,1,"cellular",5,"may",138,1,-1,0,"unknown",0
31,"blue-collar","single","primary",0,-495,1,0,"unknown",29,"may",334,2,-1,0,"unknown",0
55,"services","married","unknown",0,1210,1,0,"unknown",30,"may",868,1,-1,0,"unknown",0
35,"services","married","secondary",0,819,1,0,"telephone",14,"jul",102,14,-1,0,"unknown",0
56,"management","divorced","tertiary",0,442,0,0,"unknown",28,"may",77,3,-1,0,"unknown",0
28,"blue-collar","single","secondary",0,-46,1,0,"cellular",1,"sep",199,1,92,14,"success",1
27,"student","single","secondary",0,671,1,0,"unknown",7,"may",332,2,-1,0,"unknown",0
30,"technician","married","secondary",0,371,0,0,"cellular",7,"aug",124,2,-1,0,"unknown",0
51,"technician","married","tertiary",0,-3,0,0,"cellular",25,"aug",91,9,-1,0,"unknown",0
33,"management","married","secondary",0,11,1,0,"cellular",4,"may",104,3,-1,0,"unknown",0
32,"blue-collar","single","secondary",0,33,1,0,"cellular",18,"may",125,1,368,4,"failure",0
43,"entrepreneur","married","secondary",0,104,1,0,"cellular",18,"jul",635,3,-1,0,"unknown",1
46,"blue-collar","married","primary",0,174,0,1,"cellular",15,"jul",90,1,-1,0,"unknown",0
32,"management","married","tertiary",0,3107,1,1,"cellular",25,"jul",310,1,-1,0,"unknown",0
40,"services","married","secondary",0,1438,1,0,"cellular",6,"may",207,1,351,2,"failure",0
39,"blue-collar","married","secondary",0,1367,0,0,"unknown",12,"jun",43,1,-1,0,"unknown",0
51,"blue-collar","married","primary",0,-11,0,0,"telephone",16,"jul",126,4,-1,0,"unknown",0
46,"admin.","single","secondary",0,1693,1,0,"cellular",25,"jan",137,1,97,1,"success",0
43,"blue-collar","married","primary",0,778,1,1,"unknown",15,"may",284,5,-1,0,"unknown",0
36,"technician","married","tertiary",0,837,0,0,"cellular",28,"aug",68,6,-1,0,"unknown",0
48,"management","married","tertiary",0,363,0,0,"cellular",18,"nov",67,1,-1,0,"unknown",0
26,"admin.","single","secondary",0,236,1,1,"cellular",18,"may",8,2,-1,0,"unknown",0
39,"admin.","single","unknown",0,0,1,0,"cellular",11,"may",62,1,-1,0,"unknown",0
47,"management","married","tertiary",0,-50,0,1,"cellular",7,"jul",175,1,-1,0,"unknown",0
23,"entrepreneur","single","primary",0,4,1,0,"unknown",13,"may",395,2,-1,0,"unknown",1
54,"management","divorced","tertiary",0,26306,1,0,"cellular",11,"feb",27,1,84,3,"failure",0
38,"admin.","married","secondary",0,46,1,1,"unknown",6,"may",195,1,-1,0,"unknown",0
33,"technician","married","secondary",0,575,0,1,"cellular",4,"feb",254,2,-1,0,"unknown",0
35,"admin.","divorced","secondary",0,148,0,1,"cellular",8,"jul",199,1,-1,0,"unknown",0
52,"services","married","secondary",0,431,0,0,"cellular",26,"aug",73,17,-1,0,"unknown",0
25,"technician","single","tertiary",0,777,1,0,"unknown",14,"may",351,1,-1,0,"unknown",0
29,"management","married","tertiary",0,199,1,1,"unknown",7,"may",1689,4,-1,0,"unknown",1
35,"technician","single","tertiary",0,3552,0,0,"cellular",21,"nov",267,1,-1,0,"unknown",0
49,"services","married","secondary",0,47,0,0,"unknown",5,"may",234,2,-1,0,"unknown",0
41,"admin.","divorced","secondary",0,3823,0,0,"cellular",26,"apr",234,10,-1,0,"unknown",0
32,"management","married","tertiary",0,138,0,0,"cellular",20,"aug",94,4,-1,0,"unknown",0
29,"admin.","single","secondary",0,1117,1,0,"unknown",8,"may",77,2,-1,0,"unknown",0
28,"blue-collar","married","secondary",0,1325,1,0,"cellular",15,"may",242,1,-1,0,"unknown",0
59,"retired","married","secondary",0,0,0,0,"cellular",18,"jul",247,4,-1,0,"unknown",0
34,"entrepreneur","married","tertiary",0,4343,0,0,"unknown",9,"jun",85,4,-1,0,"unknown",0
55,"management","divorced","tertiary",0,1598,0,0,"cellular",22,"aug",607,4,-1,0,"unknown",0
34,"management","married","tertiary",0,3301,1,0,"cellular",17,"jun",485,2,227,4,"failure",1
24,"student","single","secondary",0,822,0,0,"cellular",27,"oct",184,1,91,2,"failure",1
42,"technician","divorced","secondary",0,-280,1,0,"unknown",26,"may",258,1,-1,0,"unknown",0
34,"management","single","unknown",0,1534,1,0,"cellular",16,"apr",156,1,147,7,"other",0
34,"admin.","married","secondary",0,1671,0,0,"unknown",21,"may",160,1,-1,0,"unknown",0
51,"self-employed","married","tertiary",0,2007,0,0,"unknown",16,"jun",1021,1,-1,0,"unknown",0
58,"blue-collar","married","primary",0,0,1,0,"cellular",31,"jul",5,25,-1,0,"unknown",0
44,"technician","married","secondary",0,2776,1,0,"cellular",27,"jan",701,1,-1,0,"unknown",1
33,"blue-collar","married","secondary",0,139,1,1,"cellular",18,"may",732,2,291,5,"failure",1
34,"management","married","tertiary",0,573,0,0,"cellular",10,"aug",122,1,-1,0,"unknown",0
34,"admin.","married","secondary",0,475,1,0,"unknown",7,"may",559,1,-1,0,"unknown",0
42,"blue-collar","divorced","secondary",0,47,1,1,"unknown",8,"may",141,1,-1,0,"unknown",0
46,"management","single","tertiary",0,2154,1,0,"cellular",21,"jul",87,4,-1,0,"unknown",0
31,"self-employed","single","tertiary",0,96,0,0,"cellular",5,"feb",577,1,-1,0,"unknown",0
39,"entrepreneur","married","tertiary",0,83,1,0,"cellular",11,"jul",193,2,-1,0,"unknown",0
34,"management","single","tertiary",0,6766,0,0,"cellular",28,"aug",210,5,-1,0,"unknown",0
47,"technician","married","secondary",0,3973,0,0,"cellular",6,"aug",732,2,-1,0,"unknown",0
42,"services","divorced","secondary",0,372,1,1,"unknown",6,"may",121,2,-1,0,"unknown",0
48,"blue-collar","single","secondary",0,-552,0,1,"cellular",21,"nov",150,2,-1,0,"unknown",0
30,"self-employed","single","tertiary",0,48,0,0,"cellular",21,"nov",140,1,-1,0,"unknown",0
38,"technician","married","secondary",0,7696,1,0,"cellular",20,"nov",386,2,-1,0,"unknown",0
24,"services","married","secondary",0,4500,1,0,"cellular",11,"may",733,2,-1,0,"unknown",1
34,"technician","married","secondary",0,1,1,0,"cellular",19,"nov",108,1,-1,0,"unknown",0
46,"management","single","tertiary",0,46,0,1,"cellular",17,"nov",80,1,152,1,"failure",0
32,"admin.","divorced","secondary",1,-18,1,0,"unknown",12,"may",155,3,-1,0,"unknown",0
46,"services","married","secondary",0,451,1,1,"cellular",13,"may",389,4,-1,0,"unknown",0
26,"self-employed","married","tertiary",0,479,1,0,"cellular",9,"feb",133,3,-1,0,"unknown",0
42,"blue-collar","married","secondary",0,0,1,0,"cellular",21,"nov",328,6,-1,0,"unknown",0
50,"technician","married","secondary",0,1130,1,0,"cellular",23,"jul",119,2,-1,0,"unknown",0
41,"blue-collar","married","primary",0,389,1,0,"unknown",16,"jun",87,6,-1,0,"unknown",0
34,"admin.","single","secondary",0,10,0,1,"cellular",18,"nov",162,1,173,3,"failure",0
32,"services","married","secondary",0,401,1,0,"unknown",15,"may",294,2,-1,0,"unknown",0
58,"housemaid","single","tertiary",0,145,1,1,"cellular",16,"jul",128,2,-1,0,"unknown",0
45,"technician","married","secondary",0,115,1,0,"cellular",6,"may",108,1,-1,0,"unknown",0
28,"admin.","single","secondary",0,89,1,1,"cellular",6,"feb",172,2,-1,0,"unknown",0
35,"technician","married","secondary",0,94,1,1,"unknown",14,"may",208,5,-1,0,"unknown",0
39,"services","married","secondary",0,1438,1,0,"unknown",20,"may",212,2,-1,0,"unknown",0
49,"unemployed","divorced","tertiary",0,780,0,0,"cellular",8,"nov",148,1,871,2,"failure",0
50,"management","married","tertiary",0,207,1,0,"cellular",4,"feb",99,1,-1,0,"unknown",0
37,"management","married","tertiary",0,238,0,0,"cellular",3,"feb",185,1,92,1,"success",1
45,"blue-collar","married","primary",0,2433,0,0,"cellular",6,"aug",133,2,-1,0,"unknown",0
30,"housemaid","single","secondary",0,1924,0,0,"cellular",6,"feb",170,1,-1,0,"unknown",0
48,"unemployed","married","tertiary",0,-471,1,0,"unknown",19,"may",668,7,-1,0,"unknown",0
36,"management","single","tertiary",0,1531,1,0,"cellular",8,"may",81,3,170,1,"failure",0
41,"management","single","secondary",0,764,0,0,"cellular",12,"jun",230,2,-1,0,"unknown",0
55,"blue-collar","married","secondary",0,383,0,0,"unknown",5,"may",287,1,-1,0,"unknown",0
70,"retired","married","primary",0,3782,0,0,"cellular",16,"mar",618,1,-1,0,"unknown",0
41,"management","married","tertiary",0,326,1,0,"cellular",5,"may",788,1,-1,0,"unknown",1
47,"services","divorced","secondary",0,691,0,0,"cellular",6,"feb",285,6,-1,0,"unknown",0
34,"technician","single","secondary",0,0,0,0,"cellular",21,"aug",163,2,-1,0,"unknown",0
33,"management","single","tertiary",0,99,0,0,"cellular",8,"jul",159,1,-1,0,"unknown",0
58,"retired","married","secondary",0,502,1,0,"cellular",12,"may",197,2,370,3,"failure",0
51,"management","married","tertiary",0,-15,0,0,"cellular",25,"jul",212,2,-1,0,"unknown",0
45,"management","married","tertiary",0,1929,1,0,"unknown",29,"may",44,15,-1,0,"unknown",0
55,"admin.","married","secondary",0,0,0,0,"cellular",23,"sep",180,2,238,3,"success",0
30,"blue-collar","single","primary",0,185,0,0,"unknown",26,"jun",11,1,-1,0,"unknown",0
33,"management","single","secondary",0,-424,1,0,"unknown",26,"may",863,1,-1,0,"unknown",0
27,"services","single","secondary",0,0,1,0,"unknown",7,"may",388,7,-1,0,"unknown",0
59,"retired","married","secondary",0,319,1,0,"unknown",5,"may",143,3,-1,0,"unknown",0
34,"management","single","tertiary",0,171,1,0,"cellular",7,"may",191,1,294,1,"failure",0
47,"technician","divorced","tertiary",0,-1148,1,1,"unknown",27,"may",62,2,-1,0,"unknown",0
44,"blue-collar","married","primary",0,-11,1,0,"unknown",9,"may",13,1,-1,0,"unknown",0
35,"admin.","single","secondary",0,0,1,0,"cellular",13,"may",1073,1,-1,0,"unknown",1
45,"management","married","tertiary",0,-206,1,0,"cellular",6,"may",337,2,-1,0,"unknown",0
42,"blue-collar","married","primary",0,704,1,1,"telephone",31,"jul",88,10,-1,0,"unknown",0
38,"technician","married","secondary",0,1931,0,0,"cellular",2,"jun",167,1,298,10,"other",0
34,"technician","single","secondary",0,943,0,0,"cellular",29,"aug",96,4,-1,0,"unknown",0
35,"technician","married","secondary",0,327,1,0,"cellular",13,"apr",537,3,-1,0,"unknown",0
29,"management","single","secondary",0,-105,1,0,"unknown",27,"may",5,3,-1,0,"unknown",0
58,"retired","married","secondary",0,983,0,0,"cellular",5,"aug",139,1,-1,0,"unknown",0
44,"blue-collar","single","primary",0,787,1,0,"unknown",30,"may",570,2,-1,0,"unknown",0
45,"entrepreneur","married","tertiary",0,0,1,0,"cellular",29,"jul",100,3,-1,0,"unknown",0
43,"blue-collar","married","secondary",0,3060,1,0,"unknown",15,"may",253,2,-1,0,"unknown",0
44,"services","married","secondary",0,5780,1,0,"cellular",1,"apr",525,2,-1,0,"unknown",0
30,"technician","single","secondary",0,790,0,0,"cellular",20,"aug",696,3,-1,0,"unknown",0
38,"unemployed","married","tertiary",0,1449,0,0,"unknown",26,"may",535,6,-1,0,"unknown",0
50,"technician","married","secondary",0,1412,0,0,"cellular",6,"aug",131,3,-1,0,"unknown",0
21,"student","single","secondary",0,681,0,0,"unknown",20,"aug",6,1,-1,0,"unknown",0
38,"entrepreneur","married","tertiary",0,228,1,0,"cellular",5,"feb",105,1,-1,0,"unknown",0
42,"admin.","married","secondary",0,0,0,0,"unknown",19,"jun",370,1,-1,0,"unknown",0
45,"technician","single","tertiary",0,2087,0,0,"cellular",29,"aug",29,14,-1,0,"unknown",0
34,"entrepreneur","married","secondary",0,2,1,1,"cellular",5,"may",184,1,167,6,"failure",0
48,"technician","married","secondary",0,197,0,1,"cellular",3,"feb",47,2,222,3,"other",0
34,"services","married","secondary",0,0,0,1,"unknown",2,"jul",193,4,-1,0,"unknown",0
32,"blue-collar","married","secondary",0,1905,1,0,"cellular",16,"jul",709,2,-1,0,"unknown",1
35,"technician","married","tertiary",0,118,0,0,"cellular",6,"aug",358,2,-1,0,"unknown",0
39,"entrepreneur","married","tertiary",0,2644,1,0,"unknown",20,"may",253,1,-1,0,"unknown",0
36,"self-employed","married","tertiary",0,16430,1,0,"unknown",6,"jun",197,3,-1,0,"unknown",0
35,"technician","married","secondary",0,13,0,0,"cellular",22,"aug",94,2,-1,0,"unknown",0
57,"services","divorced","secondary",0,14,0,1,"cellular",22,"jul",445,2,-1,0,"unknown",0
28,"technician","single","secondary",0,769,1,0,"cellular",15,"may",153,1,371,2,"failure",0
43,"admin.","married","unknown",0,3485,0,0,"unknown",18,"jun",113,1,-1,0,"unknown",0
57,"management","married","secondary",0,139,0,0,"cellular",17,"aug",80,1,-1,0,"unknown",0
34,"services","divorced","secondary",0,202,1,0,"unknown",15,"may",318,1,-1,0,"unknown",0
36,"technician","married","tertiary",0,6,1,0,"cellular",27,"jan",100,1,435,1,"failure",0
47,"management","divorced","tertiary",0,2515,0,0,"unknown",20,"jun",40,3,-1,0,"unknown",0
36,"management","divorced","tertiary",0,5195,1,0,"unknown",2,"jun",55,25,-1,0,"unknown",0
33,"management","married","tertiary",0,2098,0,0,"cellular",20,"nov",67,1,-1,0,"unknown",0
57,"management","married","tertiary",0,320,0,0,"cellular",7,"aug",76,2,-1,0,"unknown",0
57,"management","married","tertiary",0,3431,1,0,"unknown",16,"may",73,1,-1,0,"unknown",0
34,"admin.","married","secondary",0,50,1,0,"unknown",20,"may",89,2,-1,0,"unknown",0
51,"housemaid","divorced","tertiary",0,370,1,0,"cellular",19,"aug",109,3,-1,0,"unknown",0
54,"blue-collar","divorced","primary",0,-182,0,0,"cellular",9,"jul",98,1,-1,0,"unknown",0
52,"self-employed","single","tertiary",0,1623,1,0,"unknown",5,"jun",21,17,-1,0,"unknown",0
43,"entrepreneur","married","tertiary",0,13342,1,0,"cellular",18,"nov",465,1,-1,0,"unknown",0
58,"retired","single","primary",0,6570,0,0,"cellular",21,"jul",106,3,-1,0,"unknown",0
53,"admin.","married","secondary",0,225,1,0,"cellular",20,"apr",304,1,340,1,"failure",0
44,"management","married","secondary",0,-665,0,0,"cellular",30,"jul",342,3,-1,0,"unknown",0
29,"management","single","tertiary",0,0,0,0,"unknown",16,"may",16,25,-1,0,"unknown",0
27,"services","single","secondary",0,54,1,0,"unknown",28,"may",543,2,-1,0,"unknown",1
35,"blue-collar","married","primary",0,46,0,0,"cellular",8,"jul",338,3,-1,0,"unknown",0
40,"self-employed","married","secondary",0,2,0,0,"cellular",22,"aug",197,5,-1,0,"unknown",0
34,"blue-collar","married","secondary",0,103,1,1,"unknown",8,"may",956,2,-1,0,"unknown",0
38,"admin.","single","secondary",0,883,1,0,"cellular",12,"may",95,1,327,9,"other",0
32,"services","married","secondary",0,55,1,0,"unknown",15,"may",546,9,-1,0,"unknown",0
41,"admin.","married","secondary",0,8238,1,1,"unknown",30,"may",124,4,-1,0,"unknown",0
25,"blue-collar","single","secondary",0,913,1,0,"cellular",7,"jul",113,4,-1,0,"unknown",0
38,"blue-collar","divorced","secondary",0,595,1,0,"cellular",7,"may",245,3,-1,0,"unknown",0
26,"technician","single","secondary",0,7,1,0,"cellular",22,"jul",188,2,-1,0,"unknown",0
37,"technician","single","tertiary",0,1661,0,0,"cellular",19,"aug",199,5,-1,0,"unknown",0
30,"management","married","tertiary",0,102,1,0,"cellular",5,"apr",470,7,426,3,"other",1
36,"services","married","secondary",0,338,0,0,"unknown",14,"may",90,1,-1,0,"unknown",0
33,"management","married","secondary",0,3132,1,0,"unknown",23,"may",350,5,-1,0,"unknown",0
33,"admin.","single","tertiary",0,490,1,0,"cellular",7,"may",31,1,363,2,"failure",0
35,"management","married","tertiary",0,2682,1,0,"cellular",9,"jul",156,1,-1,0,"unknown",0
24,"services","married","tertiary",0,0,1,0,"unknown",27,"may",299,1,-1,0,"unknown",0
29,"unemployed","married","secondary",0,596,0,0,"cellular",30,"jan",510,2,-1,0,"unknown",0
54,"blue-collar","married","secondary",0,2059,1,0,"cellular",25,"aug",177,4,-1,0,"unknown",0
27,"admin.","married","secondary",0,132,0,0,"cellular",13,"oct",123,2,-1,0,"unknown",0
34,"management","married","secondary",0,0,0,0,"cellular",2,"feb",270,1,-1,0,"unknown",0
39,"blue-collar","married","primary",0,385,1,0,"unknown",16,"may",225,4,-1,0,"unknown",0
38,"management","married","tertiary",0,223,0,0,"cellular",28,"jan",63,1,-1,0,"unknown",0
37,"management","married","tertiary",0,0,1,0,"unknown",3,"jun",247,13,-1,0,"unknown",0
26,"services","single","secondary",0,512,1,1,"cellular",30,"jan",206,5,239,3,"failure",0
